Price,Gross_Square_Meter,Number_of_rooms,Building_Age,Heating_Type,District
255000.00,55,1,0_5,Non Central,Atasehir
255000.00,55,1,0_5,Non Central,Atasehir
255000.00,55,1,0_5,Non Central,Fatih
254000.00,117,1,0_5,Central,Esenyurt
252000.00,60,1,0_5,Non Central,Atasehir
250000.00,92,1,0_5,Central,Esenyurt
250000.00,90,1,0_5,Central,Esenyurt
250000.00,90,1,0_5,Central,Esenyurt
250000.00,90,1,0_5,Central,Esenyurt
250000.00,90,1,0_5,Central,Esenyurt
250000.00,82,1,0_5,Central,Maltepe
250000.00,80,1,0_5,Non Central,Gungoren
250000.00,78,1,0_5,Non Central,Atasehir
250000.00,78,1,0_5,Central,Basaksehir
250000.00,78,1,0_5,Central,Basaksehir
250000.00,78,1,0_5,Non Central,Esenyurt
250000.00,78,1,0_5,Non Central,Esenyurt
250000.00,78,1,0_5,Non Central,Esenyurt
250000.00,75,1,0_5,Non Central,Atasehir
250000.00,75,1,0_5,Central,Cekmekoy
250000.00,75,1,0_5,Non Central,Kucukcekmece
250000.00,75,1,0_5,Central,Sancaktepe
250000.00,75,1,0_5,Central,Sancaktepe
250000.00,65,1,0_5,Non Central,Uskudar
250000.00,73,1,0_5,Central,Esenyurt
250000.00,71,1,0_5,Central,Kucukcekmece
250000.00,70,1,0_5,Non Central,Atasehir
250000.00,70,1,0_5,Central,Cekmekoy
250000.00,70,1,0_5,Central,Esenyurt
250000.00,70,1,0_5,Central,Esenyurt
250000.00,70,1,0_5,Central,Kagithane
250000.00,70,1,0_5,Central,Kagithane
250000.00,70,1,0_5,Non Central,Sisli
250000.00,68,1,0_5,Central,Esenyurt
250000.00,65,1,0_5,Non Central,Atasehir
250000.00,65,1,0_5,Non Central,Atasehir
250000.00,65,1,0_5,Non Central,Atasehir
250000.00,65,1,0_5,Non Central,Eyupsultan
250000.00,65,1,0_5,Non Central,Eyupsultan
250000.00,65,1,0_5,Non Central,Eyupsultan
250000.00,65,1,0_5,Central,Tuzla
250000.00,60,1,0_5,Non Central,Atasehir
250000.00,60,1,0_5,Non Central,Esenyurt
250000.00,60,1,0_5,Non Central,Kartal
250000.00,58,1,0_5,Central,Kucukcekmece
250000.00,55,1,0_5,Non Central,Esenyurt
250000.00,55,1,0_5,Non Central,Esenyurt
250000.00,55,1,0_5,Non Central,Esenyurt
250000.00,53,1,0_5,Non Central,Cekmekoy
250000.00,50,1,0_5,Central,Maltepe
250000.00,43,1,0_5,Central,Maltepe
249999.00,65,1,0_5,Central,Gaziosmanpasa
248000.00,77,1,0_5,Central,Cekmekoy
248000.00,70,1,0_5,Non Central,Uskudar
248000.00,70,1,0_5,Non Central,Uskudar
248000.00,65,1,0_5,Non Central,Atasehir
245000.00,90,1,0_5,Non Central,Kucukcekmece
245000.00,88,1,0_5,Central,Esenyurt
245000.00,80,1,0_5,Non Central,Uskudar
245000.00,72,1,0_5,Central,Pendik
245000.00,75,1,0_5,Non Central,Uskudar
245000.00,70,1,0_5,Non Central,Beyoglu
245000.00,70,1,0_5,Central,Cekmekoy
245000.00,66,1,0_5,Central,Kartal
245000.00,65,1,0_5,Non Central,Kagithane
245000.00,65,1,0_5,Non Central,Kagithane
245000.00,65,1,0_5,Non Central,Pendik
245000.00,65,1,0_5,Central,Pendik
245000.00,65,1,0_5,Central,Pendik
245000.00,65,1,0_5,Non Central,Sisli
245000.00,64,1,0_5,Non Central,Sultanbeyli
245000.00,60,1,0_5,Non Central,Eyupsultan
245000.00,60,1,0_5,Non Central,Kagithane
245000.00,60,1,0_5,Non Central,Kagithane
245000.00,60,1,0_5,Non Central,Kartal
245000.00,55,1,0_5,Non Central,Atasehir
245000.00,55,1,0_5,Non Central,Kartal
245000.00,50,1,0_5,Non Central,Kartal
244000.00,75,1,0_5,Non Central,Kucukcekmece
242500.00,70,1,0_5,Central,Basaksehir
241000.00,79,1,0_5,Non Central,Esenyurt
240000.00,97,1,0_5,Central,Esenyurt
240000.00,77,1,0_5,Central,Esenyurt
240000.00,77,1,0_5,Central,Esenyurt
240000.00,75,1,0_5,Non Central,Esenler
240000.00,75,1,0_5,Central,Sancaktepe
240000.00,75,1,0_5,Central,Sancaktepe
240000.00,74,1,0_5,Central,Esenyurt
240000.00,70,1,0_5,Non Central,Cekmekoy
240000.00,70,1,0_5,Central,Esenyurt
240000.00,65,1,0_5,Non Central,Bayrampasa
240000.00,65,1,0_5,Non Central,Esenler
240000.00,65,1,0_5,Non Central,Esenyurt
240000.00,65,1,0_5,Central,Esenyurt
240000.00,60,1,0_5,Non Central,Atasehir
240000.00,60,1,0_5,Central,Esenyurt
240000.00,60,1,0_5,Central,Esenyurt
240000.00,58,1,0_5,Central,Kucukcekmece
240000.00,50,1,0_5,Central,Kucukcekmece
240000.00,50,1,0_5,Central,Kucukcekmece
240000.00,50,1,0_5,Non Central,Maltepe
240000.00,49,1,0_5,Central,Kucukcekmece
239000.00,100,1,0_5,Non Central,Esenyurt
239000.00,89,1,0_5,Non Central,Beylikduzu
239000.00,85,1,0_5,Non Central,Beylikduzu
239000.00,70,1,0_5,Central,Esenyurt
239000.00,65,1,0_5,Central,Pendik
237350.00,80,1,0_5,Non Central,Pendik
235000.00,105,1,0_5,Non Central,Pendik
235000.00,100,1,0_5,Central,Gaziosmanpasa
235000.00,90,1,0_5,Central,Esenyurt
235000.00,85,1,0_5,Non Central,Kucukcekmece
235000.00,80,1,0_5,Non Central,Cekmekoy
235000.00,80,1,0_5,Central,Esenyurt
235000.00,80,1,0_5,Non Central,Kucukcekmece
235000.00,75,1,0_5,Central,Gaziosmanpasa
235000.00,75,1,0_5,Central,Kagithane
235000.00,74,1,0_5,Central,Tuzla
235000.00,70,1,0_5,Central,Atasehir
235000.00,70,1,0_5,Central,Cekmekoy
235000.00,70,1,0_5,Central,Esenyurt
235000.00,65,1,0_5,Non Central,Uskudar
235000.00,66,1,0_5,Central,Pendik
235000.00,65,1,0_5,Central,Eyupsultan
235000.00,65,1,0_5,Central,Tuzla
235000.00,62,1,0_5,Central,Esenyurt
235000.00,62,1,0_5,Central,Esenyurt
235000.00,60,1,0_5,Non Central,Kartal
235000.00,58,1,0_5,Central,Kucukcekmece
235000.00,55,1,0_5,Central,Esenyurt
235000.00,40,1,0_5,Non Central,Atasehir
235000.00,40,1,0_5,Non Central,Atasehir
233000.00,65,1,0_5,Central,Pendik
233000.00,63,1,0_5,Central,Pendik
233000.00,56,1,0_5,Non Central,Pendik
232000.00,60,1,0_5,Non Central,Bahcelievler
231000.00,60,1,0_5,Non Central,Atasehir
230000.00,110,1,0_5,Non Central,Sancaktepe
230000.00,100,1,0_5,Non Central,Beylikduzu
230000.00,90,1,0_5,Non Central,Esenyurt
230000.00,82,1,0_5,Central,Cekmekoy
230000.00,82,1,0_5,Central,Cekmekoy
230000.00,80,1,0_5,Central,Avcilar
230000.00,80,1,0_5,Non Central,Gaziosmanpasa
230000.00,80,1,0_5,Central,Pendik
230000.00,75,1,0_5,Non Central,Kartal
230000.00,72,1,0_5,Central,Esenyurt
230000.00,72,1,0_5,Central,Esenyurt
230000.00,70,1,0_5,Non Central,Atasehir
230000.00,70,1,0_5,Central,Basaksehir
230000.00,70,1,0_5,Central,Cekmekoy
230000.00,60,1,0_5,Non Central,Uskudar
230000.00,60,1,0_5,Non Central,Uskudar
230000.00,68,1,0_5,Non Central,Esenyurt
230000.00,68,1,0_5,Non Central,Pendik
230000.00,62,1,0_5,Central,Esenyurt
230000.00,60,1,0_5,Non Central,Atasehir
230000.00,60,1,0_5,Non Central,Atasehir
230000.00,60,1,0_5,Non Central,Eyupsultan
230000.00,60,1,0_5,Non Central,Kucukcekmece
230000.00,60,1,0_5,Non Central,Kucukcekmece
230000.00,60,1,0_5,Non Central,Kucukcekmece
230000.00,60,1,0_5,Non Central,Kucukcekmece
230000.00,59,1,0_5,Central,Basaksehir
230000.00,55,1,0_5,Central,Esenyurt
230000.00,47,1,0_5,Central,Kucukcekmece
229000.00,90,1,0_5,Central,Esenyurt
229000.00,90,1,0_5,Central,Esenyurt
229000.00,90,1,0_5,Central,Esenyurt
229000.00,75,1,0_5,Non Central,Kagithane
229000.00,68,1,0_5,Non Central,Esenler
229000.00,58,1,0_5,Non Central,Maltepe
229000.00,55,1,0_5,Non Central,Atasehir
229000.00,55,1,0_5,Non Central,Atasehir
227000.00,90,1,0_5,Central,Esenyurt
227000.00,60,1,0_5,Non Central,Esenler
227000.00,56,1,0_5,Non Central,Kucukcekmece
225000.00,100,1,0_5,Central,Beylikduzu
225000.00,90,1,0_5,Non Central,Beylikduzu
225000.00,85,1,0_5,Central,Bagcilar
225000.00,85,1,0_5,Non Central,Beylikduzu
225000.00,85,1,0_5,Non Central,Esenyurt
225000.00,75,1,0_5,Non Central,Sancaktepe
225000.00,75,1,0_5,Non Central,Sultangazi
225000.00,70,1,0_5,Non Central,Tuzla
225000.00,68,1,0_5,Non Central,Esenler
225000.00,55,1,0_5,Non Central,Uskudar
225000.00,65,1,0_5,Non Central,Kagithane
225000.00,62,1,0_5,Non Central,Bahcelievler
225000.00,62,1,0_5,Central,Esenyurt
225000.00,61,1,0_5,Central,Atasehir
225000.00,61,1,0_5,Central,Esenyurt
225000.00,60,1,0_5,Non Central,Atasehir
225000.00,60,1,0_5,Non Central,Atasehir
225000.00,60,1,0_5,Non Central,Atasehir
225000.00,60,1,0_5,Non Central,Bahcelievler
225000.00,60,1,0_5,Non Central,Cekmekoy
225000.00,60,1,0_5,Non Central,Kagithane
225000.00,58,1,0_5,Central,Avcilar
225000.00,58,1,0_5,Central,Kucukcekmece
225000.00,57,1,0_5,Central,Basaksehir
225000.00,55,1,0_5,Non Central,Atasehir
225000.00,47,1,0_5,Central,Kucukcekmece
224999.00,64,1,0_5,Central,Avcilar
223000.00,65,1,0_5,Central,Basaksehir
222000.00,76,1,0_5,Non Central,Bahcelievler
220000.00,200,1,0_5,Non Central,Atasehir
220000.00,89,1,0_5,Non Central,Beylikduzu
220000.00,85,1,0_5,Central,Bagcilar
220000.00,80,1,0_5,Non Central,Esenyurt
220000.00,80,1,0_5,Non Central,Sultangazi
220000.00,75,1,0_5,Non Central,Bahcelievler
220000.00,75,1,0_5,Non Central,Bahcelievler
220000.00,75,1,0_5,Non Central,Buyukcekmece
220000.00,75,1,0_5,Non Central,Esenler
220000.00,75,1,0_5,Non Central,Eyupsultan
220000.00,75,1,0_5,Non Central,Eyupsultan
220000.00,75,1,0_5,Non Central,Kagithane
220000.00,75,1,0_5,Non Central,Kagithane
220000.00,72,1,0_5,Central,Basaksehir
220000.00,72,1,0_5,Central,Esenyurt
220000.00,70,1,0_5,Non Central,Bahcelievler
220000.00,70,1,0_5,Central,Esenyurt
220000.00,70,1,0_5,Central,Sultanbeyli
220000.00,65,1,0_5,Non Central,Bayrampasa
220000.00,65,1,0_5,Central,Esenyurt
220000.00,65,1,0_5,Central,Esenyurt
220000.00,65,1,0_5,Non Central,Eyupsultan
220000.00,65,1,0_5,Non Central,Eyupsultan
220000.00,65,1,0_5,Non Central,Kagithane
220000.00,65,1,0_5,Non Central,Kartal
220000.00,65,1,0_5,Non Central,Tuzla
220000.00,62,1,0_5,Central,Esenyurt
220000.00,60,1,0_5,Non Central,Eyupsultan
220000.00,60,1,0_5,Non Central,Kagithane
220000.00,60,1,0_5,Central,Maltepe
220000.00,60,1,0_5,Non Central,Sancaktepe
220000.00,55,1,0_5,Non Central,Atasehir
220000.00,55,1,0_5,Central,Bagcilar
220000.00,55,1,0_5,Central,Maltepe
220000.00,55,1,0_5,Non Central,Maltepe
220000.00,47,1,0_5,Central,Kucukcekmece
220000.00,47,1,0_5,Central,Kucukcekmece
220000.00,45,1,0_5,Non Central,Atasehir
220000.00,42,1,0_5,Central,Maltepe
219999.00,72,1,0_5,Central,Basaksehir
219000.00,75,1,0_5,Non Central,Eyupsultan
219000.00,70,1,0_5,Non Central,Bahcelievler
219000.00,65,1,0_5,Non Central,Esenler
219000.00,65,1,0_5,Non Central,Esenyurt
219000.00,65,1,0_5,Non Central,Esenyurt
219000.00,55,1,0_5,Non Central,Atasehir
218000.00,68,1,0_5,Central,Esenyurt
217000.00,60,1,0_5,Non Central,Atasehir
215000.00,92,1,0_5,Central,Pendik
215000.00,80,1,0_5,Non Central,Cekmekoy
215000.00,75,1,0_5,Central,Kagithane
215000.00,72,1,0_5,Non Central,Esenyurt
215000.00,70,1,0_5,Non Central,Bahcelievler
215000.00,70,1,0_5,Non Central,Bahcelievler
215000.00,70,1,0_5,Non Central,Bahcelievler
215000.00,70,1,0_5,Central,Esenyurt
215000.00,70,1,0_5,Central,Esenyurt
215000.00,70,1,0_5,Non Central,Kagithane
215000.00,70,1,0_5,Non Central,Kagithane
215000.00,70,1,0_5,Central,Sancaktepe
215000.00,70,1,0_5,Central,Sancaktepe
215000.00,68,1,0_5,Central,Esenyurt
215000.00,68,1,0_5,Non Central,Pendik
215000.00,65,1,0_5,Non Central,Atasehir
215000.00,60,1,0_5,Non Central,Atasehir
215000.00,60,1,0_5,Non Central,Avcilar
215000.00,60,1,0_5,Central,Pendik
215000.00,60,1,0_5,Central,Tuzla
215000.00,58,1,0_5,Central,Basaksehir
215000.00,55,1,0_5,Non Central,Umraniye
215000.00,50,1,0_5,Non Central,Atasehir
215000.00,50,1,0_5,Central,Esenler
212000.00,77,1,0_5,Central,Esenyurt
212000.00,77,1,0_5,Central,Esenyurt
212000.00,56,1,0_5,Central,Pendik
210000.00,90,1,0_5,Non Central,Gaziosmanpasa
210000.00,85,1,0_5,Non Central,Basaksehir
210000.00,85,1,0_5,Non Central,Eyupsultan
210000.00,82,1,0_5,Central,Basaksehir
210000.00,80,1,0_5,Non Central,Avcilar
210000.00,80,1,0_5,Non Central,Bahcelievler
210000.00,80,1,0_5,Central,Kagithane
210000.00,80,1,0_5,Non Central,Kucukcekmece
210000.00,75,1,0_5,Non Central,Bahcelievler
210000.00,75,1,0_5,Non Central,Cekmekoy
210000.00,75,1,0_5,Non Central,Esenyurt
210000.00,72,1,0_5,Central,Cekmekoy
210000.00,71,1,0_5,Central,Tuzla
210000.00,70,1,0_5,Non Central,Avcilar
210000.00,70,1,0_5,Non Central,Cekmekoy
210000.00,70,1,0_5,Non Central,Gungoren
210000.00,70,1,0_5,Non Central,Kagithane
210000.00,70,1,0_5,Non Central,Kagithane
210000.00,70,1,0_5,Non Central,Kucukcekmece
210000.00,70,1,0_5,Non Central,Sancaktepe
210000.00,70,1,0_5,Non Central,Sancaktepe
210000.00,67,1,0_5,Central,Pendik
210000.00,65,1,0_5,Non Central,Avcilar
210000.00,65,1,0_5,Non Central,Cekmekoy
210000.00,65,1,0_5,Non Central,Esenler
210000.00,65,1,0_5,Non Central,Esenyurt
210000.00,65,1,0_5,Non Central,Eyupsultan
210000.00,65,1,0_5,Non Central,Gungoren
210000.00,65,1,0_5,Non Central,Kagithane
210000.00,65,1,0_5,Non Central,Kagithane
210000.00,60,1,0_5,Non Central,Avcilar
210000.00,60,1,0_5,Non Central,Basaksehir
210000.00,55,1,0_5,Non Central,Atasehir
210000.00,49,1,0_5,Non Central,Atasehir
209000.00,95,1,0_5,Non Central,Beylikduzu
209000.00,80,1,0_5,Non Central,Kartal
209000.00,75,1,0_5,Non Central,Pendik
209000.00,65,1,0_5,Non Central,Esenler
208000.00,60,1,0_5,Non Central,Eyupsultan
207000.00,75,1,0_5,Non Central,Maltepe
205000.00,85,1,0_5,Non Central,Gaziosmanpasa
205000.00,80,1,0_5,Non Central,Bagcilar
205000.00,80,1,0_5,Non Central,Esenyurt
205000.00,80,1,0_5,Non Central,Esenyurt
205000.00,75,1,0_5,Non Central,Esenyurt
205000.00,75,1,0_5,Non Central,Kucukcekmece
205000.00,70,1,0_5,Central,Esenyurt
205000.00,70,1,0_5,Central,Esenyurt
205000.00,70,1,0_5,Central,Esenyurt
205000.00,70,1,0_5,Non Central,Eyupsultan
205000.00,70,1,0_5,Non Central,Kartal
205000.00,70,1,0_5,Central,Tuzla
205000.00,68,1,0_5,Central,Esenyurt
205000.00,68,1,0_5,Central,Esenyurt
205000.00,68,1,0_5,Central,Esenyurt
205000.00,62,1,0_5,Non Central,Atasehir
205000.00,60,1,0_5,Non Central,Atasehir
205000.00,60,1,0_5,Non Central,Atasehir
205000.00,60,1,0_5,Non Central,Avcilar
205000.00,60,1,0_5,Non Central,Cekmekoy
205000.00,75,1,0_5,Non Central,Uskudar
205000.00,75,1,0_5,Non Central,Uskudar
205000.00,55,1,0_5,Central,Esenyurt
203000.00,75,1,0_5,Central,Esenler
203000.00,70,1,0_5,Non Central,Atasehir
203000.00,70,1,0_5,Central,Esenyurt
201000.00,85,1,0_5,Non Central,Beylikduzu
200000.00,100,1,0_5,Non Central,Esenyurt
200000.00,90,1,0_5,Non Central,Esenyurt
200000.00,88,1,0_5,Central,Esenyurt
200000.00,85,1,0_5,Non Central,Beylikduzu
200000.00,85,1,0_5,Non Central,Beylikduzu
200000.00,85,1,0_5,Non Central,Gaziosmanpasa
200000.00,85,1,0_5,Non Central,Sultangazi
200000.00,80,1,0_5,Central,Esenyurt
200000.00,75,1,0_5,Non Central,Cekmekoy
200000.00,75,1,0_5,Non Central,Cekmekoy
200000.00,75,1,0_5,Non Central,Esenler
200000.00,75,1,0_5,Non Central,Gungoren
200000.00,75,1,0_5,Non Central,Sultangazi
200000.00,70,1,0_5,Non Central,Avcilar
200000.00,70,1,0_5,Non Central,Buyukcekmece
200000.00,70,1,0_5,Non Central,Gaziosmanpasa
200000.00,70,1,0_5,Non Central,Kucukcekmece
200000.00,70,1,0_5,Non Central,Kucukcekmece
200000.00,70,1,0_5,Non Central,Maltepe
200000.00,70,1,0_5,Non Central,Maltepe
200000.00,65,1,0_5,Central,Basaksehir
200000.00,65,1,0_5,Non Central,Cekmekoy
200000.00,65,1,0_5,Non Central,Kagithane
200000.00,65,1,0_5,Non Central,Kagithane
200000.00,64,1,0_5,Central,Esenyurt
200000.00,60,1,0_5,Non Central,Atasehir
200000.00,60,1,0_5,Non Central,Avcilar
200000.00,60,1,0_5,Non Central,Bahcelievler
200000.00,60,1,0_5,Non Central,Esenyurt
200000.00,60,1,0_5,Non Central,Gaziosmanpasa
200000.00,58,1,0_5,Central,Esenyurt
200000.00,58,1,0_5,Central,Esenyurt
200000.00,55,1,0_5,Non Central,Esenler
200000.00,50,1,0_5,Non Central,Kagithane
200000.00,50,1,0_5,Non Central,Kagithane
200000.00,40,1,0_5,Central,Esenyurt
199999.00,70,1,0_5,Non Central,Pendik
199999.00,68,1,0_5,Central,Basaksehir
199000.00,105,1,0_5,Non Central,Avcilar
199000.00,105,1,0_5,Central,Beylikduzu
199000.00,80,1,0_5,Non Central,Bahcelievler
199000.00,75,1,0_5,Non Central,Esenler
199000.00,75,1,0_5,Non Central,Esenler
199000.00,70,1,0_5,Non Central,Bahcelievler
199000.00,70,1,0_5,Non Central,Bahcelievler
199000.00,70,1,0_5,Non Central,Beylikduzu
199000.00,65,1,0_5,Non Central,Avcilar
199000.00,65,1,0_5,Non Central,Bahcelievler
199000.00,65,1,0_5,Non Central,Cekmekoy
198000.00,70,1,0_5,Non Central,Bahcelievler
197500.00,61,1,0_5,Central,Pendik
197500.00,61,1,0_5,Central,Pendik
196000.00,60,1,0_5,Non Central,Esenler
195000.00,100,1,0_5,Non Central,Avcilar
195000.00,90,1,0_5,Non Central,Beylikduzu
195000.00,82,1,0_5,Central,Esenyurt
195000.00,82,1,0_5,Central,Esenyurt
195000.00,80,1,0_5,Non Central,Bagcilar
195000.00,80,1,0_5,Non Central,Cekmekoy
195000.00,80,1,0_5,Non Central,Silivri
195000.00,79,1,0_5,Central,Esenyurt
195000.00,75,1,0_5,Non Central,Avcilar
195000.00,75,1,0_5,Non Central,Maltepe
195000.00,75,1,0_5,Non Central,Pendik
195000.00,70,1,0_5,Non Central,Bagcilar
195000.00,70,1,0_5,Non Central,Maltepe
195000.00,70,1,0_5,Non Central,Maltepe
195000.00,70,1,0_5,Non Central,Maltepe
195000.00,65,1,0_5,Non Central,Cekmekoy
195000.00,65,1,0_5,Non Central,Kartal
195000.00,64,1,0_5,Central,Esenyurt
195000.00,57,1,0_5,Non Central,Cekmekoy
194500.00,95,1,0_5,Non Central,Avcilar
194000.00,70,1,0_5,Non Central,Bahcelievler
193000.00,80,1,0_5,Non Central,Bagcilar
192000.00,70,1,0_5,Non Central,Cekmekoy
190000.00,95,1,0_5,Non Central,Arnavutkoy
190000.00,85,1,0_5,Central,Esenyurt
190000.00,85,1,0_5,Non Central,Eyupsultan
190000.00,82,1,0_5,Central,Cekmekoy
190000.00,80,1,0_5,Non Central,Cekmekoy
190000.00,80,1,0_5,Non Central,Gungoren
190000.00,80,1,0_5,Non Central,Gungoren
190000.00,75,1,0_5,Non Central,Arnavutkoy
190000.00,75,1,0_5,Non Central,Avcilar
190000.00,75,1,0_5,Non Central,Kagithane
190000.00,75,1,0_5,Non Central,Kagithane
190000.00,73,1,0_5,Central,Esenyurt
190000.00,70,1,0_5,Non Central,Sancaktepe
190000.00,65,1,0_5,Non Central,Avcilar
190000.00,65,1,0_5,Non Central,Bagcilar
190000.00,65,1,0_5,Non Central,Bahcelievler
190000.00,65,1,0_5,Non Central,Cekmekoy
190000.00,65,1,0_5,Central,Esenyurt
190000.00,65,1,0_5,Non Central,Eyupsultan
190000.00,65,1,0_5,Central,Pendik
190000.00,64,1,0_5,Central,Esenyurt
190000.00,64,1,0_5,Central,Esenyurt
190000.00,62,1,0_5,Central,Tuzla
190000.00,60,1,0_5,Non Central,Eyupsultan
190000.00,60,1,0_5,Non Central,Kagithane
190000.00,70,1,0_5,Non Central,Uskudar
190000.00,70,1,0_5,Non Central,Uskudar
190000.00,70,1,0_5,Non Central,Uskudar
190000.00,55,1,0_5,Non Central,Uskudar
190000.00,55,1,0_5,Non Central,Atasehir
190000.00,55,1,0_5,Non Central,Avcilar
190000.00,55,1,0_5,Non Central,Cekmekoy
190000.00,52,1,0_5,Central,Cekmekoy
190000.00,35,1,0_5,Non Central,Atasehir
189000.00,85,1,0_5,Non Central,Beylikduzu
189000.00,75,1,0_5,Central,Esenyurt
189000.00,75,1,0_5,Non Central,Kucukcekmece
189000.00,65,1,0_5,Non Central,Bahcelievler
189000.00,50,1,0_5,Non Central,Cekmekoy
188000.00,75,1,0_5,Non Central,Sultangazi
188000.00,70,1,0_5,Non Central,Bahcelievler
188000.00,65,1,0_5,Non Central,Bahcelievler
188000.00,60,1,0_5,Non Central,Cekmekoy
187500.00,55,1,0_5,Non Central,Cekmekoy
187000.00,39,1,0_5,Non Central,Atasehir
185000.00,87,1,0_5,Non Central,Beylikduzu
185000.00,85,1,0_5,Non Central,Esenyurt
185000.00,82,1,0_5,Central,Basaksehir
185000.00,80,1,0_5,Non Central,Beylikduzu
185000.00,80,1,0_5,Non Central,Beylikduzu
185000.00,80,1,0_5,Non Central,Kucukcekmece
185000.00,80,1,0_5,Non Central,Kucukcekmece
185000.00,80,1,0_5,Non Central,Pendik
185000.00,77,1,0_5,Central,Esenyurt
185000.00,75,1,0_5,Non Central,Atasehir
185000.00,75,1,0_5,Non Central,Cekmekoy
185000.00,75,1,0_5,Non Central,Eyupsultan
185000.00,75,1,0_5,Non Central,Silivri
185000.00,70,1,0_5,Non Central,Arnavutkoy
185000.00,70,1,0_5,Non Central,Bahcelievler
185000.00,70,1,0_5,Non Central,Gaziosmanpasa
185000.00,70,1,0_5,Non Central,Maltepe
185000.00,65,1,0_5,Non Central,Cekmekoy
185000.00,65,1,0_5,Non Central,Cekmekoy
185000.00,65,1,0_5,Non Central,Cekmekoy
185000.00,65,1,0_5,Non Central,Eyupsultan
185000.00,65,1,0_5,Central,Pendik
185000.00,64,1,0_5,Central,Esenyurt
185000.00,60,1,0_5,Non Central,Basaksehir
185000.00,60,1,0_5,Central,Basaksehir
185000.00,60,1,0_5,Non Central,Esenyurt
185000.00,60,1,0_5,Non Central,Eyupsultan
185000.00,60,1,0_5,Non Central,Kartal
185000.00,60,1,0_5,Non Central,Kucukcekmece
185000.00,60,1,0_5,Non Central,Kucukcekmece
185000.00,60,1,0_5,Non Central,Sisli
185000.00,55,1,0_5,Non Central,Avcilar
185000.00,55,1,0_5,Non Central,Eyupsultan
185000.00,50,1,0_5,Non Central,Silivri
185000.00,46,1,0_5,Central,Esenyurt
184000.00,68,1,0_5,Central,Esenyurt
183000.00,67,1,0_5,Central,Esenyurt
183000.00,65,1,0_5,Non Central,Bahcelievler
183000.00,65,1,0_5,Non Central,Catalca
183000.00,50,1,0_5,Central,Basaksehir
182500.00,85,1,0_5,Non Central,Esenyurt
180000.00,85,1,0_5,Non Central,Esenler
180000.00,85,1,0_5,Non Central,Kucukcekmece
180000.00,82,1,0_5,Non Central,Kucukcekmece
180000.00,80,1,0_5,Central,Basaksehir
180000.00,80,1,0_5,Non Central,Cekmekoy
180000.00,75,1,0_5,Non Central,Cekmekoy
180000.00,75,1,0_5,Non Central,Esenyurt
180000.00,75,1,0_5,Non Central,Esenyurt
180000.00,70,1,0_5,Non Central,Avcilar
180000.00,70,1,0_5,Non Central,Bahcelievler
180000.00,70,1,0_5,Non Central,Bahcelievler
180000.00,70,1,0_5,Non Central,Cekmekoy
180000.00,70,1,0_5,Non Central,Eyupsultan
180000.00,70,1,0_5,Non Central,Kagithane
180000.00,67,1,0_5,Central,Basaksehir
180000.00,65,1,0_5,Non Central,Cekmekoy
180000.00,65,1,0_5,Non Central,Eyupsultan
180000.00,65,1,0_5,Central,Pendik
180000.00,64,1,0_5,Central,Esenyurt
180000.00,55,1,0_5,Non Central,Cekmekoy
180000.00,45,1,0_5,Central,Sancaktepe
179999.00,68,1,0_5,Central,Esenyurt
179990.00,64,1,0_5,Central,Esenyurt
179900.00,53,1,0_5,Non Central,Catalca
179000.00,100,1,0_5,Non Central,Esenyurt
179000.00,95,1,0_5,Non Central,Esenyurt
179000.00,90,1,0_5,Non Central,Cekmekoy
179000.00,90,1,0_5,Non Central,Cekmekoy
179000.00,85,1,0_5,Non Central,Beylikduzu
179000.00,80,1,0_5,Non Central,Maltepe
179000.00,80,1,0_5,Non Central,Maltepe
179000.00,70,1,0_5,Non Central,Bahcelievler
